input_text,target_gloss
am nachmittag können im westen und nordwesten ein paar wolken auftauchen,NACH MITTAG WEST NORDWEST MOEGLICH BISSCHEN WOLKE KOMMEN
der wind weht morgen schwach im nordosten sowie an den küsten auch mäßig aus südost heute nacht gibt es verbreitet leichten frost am wenigsten kalt wird es auf den bergen,WIND MAESSIG NORDOST WEHEN SEE MAESSIG SUEDOST WEHEN HEUTE NACHT IX KOENNEN LEICHT FROST NUR BISSCHEN WARM WO BERG IX
morgen im dauernebel um null bei sonne recht milde zehn bis dreizehn grad,MORGEN DURCHGEHEND NEBEL NULL GRAD UNGEFAEHR SONNE ZEHN BIS DREIZEHN GRAD UNGEFAEHR
mittwoch und donnerstag bleibt es noch weitgehend bei diesem wetter,MITTWOCH DONNERSTAG WEITER WETTER DASSELBE
am freitag wird es dann richtung norden wechselhaft und windig aber es bleibt meist noch trocken während sich im süden zunächst wenig ändert,FREITAG MEHR NORD WETTER MEHR WECHSELHAFT MEHR WIND ABER TROCKEN DANN SUEDOST MEHR WIE-IMMER WIE-IMMER
hochdruckeinfluss sorgt auch morgen verbreitet für eine mischung aus nebel und sonne,HOCH DRUCK KOMMEN MORGEN AUCH CHAOS WECHSEL SONNE NEBEL
in der westhälfte tauchen aber immer mehr wolken auf die den bevorstehenden witterungswechsel ankündigen,WEST WOLKE MEHR ZEIGEN-BILDSCHIRM SCHON WETTER SCHLECHT
in der neuen woche geht es dann mit atlantischen tiefausläufern recht wechselhaft weiter,NAECHSTE WOCHE TIEF KOMMEN WETTER WECHSEL
heute nacht ist es teils klar teils bedeckt,HEUTE NACHT TEIL KLAR TEIL WOLKE
später bilden sich vor allem im westen und süden nebelfelder die sich morgen zum teil hartnäckig halten können,IM-VERLAUF WEST REGION SUED REGION NEBEL MORGEN KOENNEN BLEIBEN
morgen sieben grad im äußersten norden bis vierzehn grad im südwesten,MORGEN NORD REGION SIEBEN GRAD SUED VIERZEHN GRAD
am sonntag erst sonne und wolken später beginnt es im westen zu regnen,SONNTAG SELTEN WOLKE SONNE DANN WEST REGION REGEN
dabei frischt der wind kräftig auf an der nordsee sturmböen,AUCH WIND STARK NORD REGION MOEGLICH STURM
montag und dienstag viele wolken mit schauern oder kräftigen regenfällen,MONTAG DIENSTAG UEBERWIEGEND WOLKE SCHAUER REGEN MOEGLICH
hier und da zeigt sich auch mal die sonne,MANCHMAL SONNE
und nun die wettervorhersage für morgen dienstag den neunundzwanzigsten märz,MORGEN WETTER WIE-AUSSEHEN DIENSTAG NEUN ZWANZIG MAERZ
ein hoch zieht über deutschland weiter richtung osten und beschert uns dabei einen weitgehend sonnigen dienstag,DEUTSCH LAND HOCH KOMMEN WEITER OST REGION MORGEN SONNE STARK
ab mittwoch erreichen uns dann von westen die wolken eines atlantiktiefs,AB MITTWOCH WEST KOMMEN MEER TIEF
über dem bergland können sich einzelne quellwolken zeigen in küstennähe gibt es auch mal dichtere wolken,BERG HOCH KOENNEN QUELL WOLKE NAH REGION KOENNEN VERDICHTEN
im norden zeitweise mäßiger an der ostsee auch frischer bis starker westwind,NORD TEILWEISE MAESSIG WEHEN NORD WEHEN STARK
sonst weht der wind meist schwach aus unterschiedlichen richtungen,REGION WEHEN DREHEN KOENNEN
heute nacht verbreitet leichter frost oder temperaturen nahe dem gefrierpunkt,HEUTE NACHT MEISTENS LEICHT FROST ODER NAH NULL ZWISCHEN
auf rügen morgen frische sechs am oberrhein dagegen milde zwanzig grad,RUEGEN MORGEN SECHS NORD REGION ZWANZIG GRAD
am mittwoch bleibt es in der osthälfte noch meist freundlich in der westhälfte wolkig mit schauern und örtlichen gewittern,MITTWOCH REGION FREUNDLICH WEST WOLKE KOMMEN SCHAUER AUCH GEWITTER
am donnerstag überall wechselhaft aber ab freitag wird es von südwesten langsam wieder freundlicher,DONNERSTAG REGION WECHSELHAFT AB FREITAG SUEDWEST KOMMEN MEHR FREUNDLICH
und nun die wettervorhersage für morgen freitag den achten januar,HIER WETTER WIE-AUSSEHEN MORGEN FREITAG ACHTE JANUAR
ein kräftiges tief über dem zentralen mittelmeer sorgt bereits in der nacht und morgen dafür dass es in deutschland von süden her schneit,HAUPTSAECHLICH TIEF MITTE MEER ZENTRUM MITTE HEUTE NACHT MORGEN DESHALB KOMMEN LOS SCHNEE
der wind weht morgen mäßig bis frisch auf den bergen stark es treten stürmische böen auf auf den bergen orkanartige böen,MORGEN WIND MAESSIG WEHEN MEER WEHEN MEER MOEGLICH WIRBEL WIND
am samstag schneit es zeitweise dabei ist es teilweise windig,SAMSTAG TEIL SCHNEE HAUPTSAECHLICH WIND
auch am sonntag viele wolken vor allem im osten und süden schneit es noch kräftiger sonst lässt der schneefall allmählich nach,AUCH SONNTAG VIEL WOLKE SPEZIELL OST SUED MEHR UEBERWIEGEND SCHNEE ANDERE AUFLOESEN
am montag schneit es zeitweise noch leicht,MONTAG BISSCHEN SCHNEE
und nun die wettervorhersage für morgen mittwoch den vierzehnten april,MORGEN WETTER WIE-AUSSEHEN MITTWOCH VIERZEHN APRIL
das tief das sich von den alpen nach osten verlagert bringt im süden und im osten deutschlands wechselhaftes wetter,ALPEN TIEF OST KOMMEN JETZT SUED OST DANN WECHSELHAFT
in den südlichen landesteilen regnet es heute nacht verbreitet sonst ist es teilweise klar stellenweise bildet sich nebel,SUED REGION HEUTE NACHT REGEN SONST REGION KLAR STERN KOENNEN SEHEN NEBEL DABEI
am tag liegen im süden und osten die wolken unterschiedlich dicht beieinander hier und da regnet oder schauert es vereinzelt sind gewitter dabei,TAG SUEDOST REGION UNTERSCHIED REGEN KOENNEN AUCH GEWITTER DABEI
im norden und westen mal sonne mal wolken,NORDWEST WECHSELHAFT SONNE WOLKE
der nordostwind weht schwach bis mäßig im nordosten und an den küsten teilweise frischer wind,WIND WEHEN KUESTE OST WEHEN STARK
heute nacht sechs grad am main ein grad an den alpen,HEUTE NACHT FLUSS SECHS EINS GRAD ALPEN
am donnerstag überwiegen in der südosthälfte die wolken und es fallen stellenweise schauer,DONNERSTAG HAUPTSAECHLICH SUEDOST WOLKE HIMMEL SCHAUER IX KOENNEN
richtung nordwesten scheint meist die sonne,NORDWEST REGION MEHR SONNE
am freitag ist es an den alpen stark bewölkt und es regnet etwas sonst scheint recht häufig die sonne,FREITAG ALPEN STARK WOLKE HIMMEL BISSCHEN REGEN SONST REGION SONNE
guten abend liebe zuschauer,GUT ABEND LIEB ZUSCHAUER
in der nacht bleibt es bei uns noch meist trocken aber morgen am tag wird es wieder zeitweise regnen,NACHT BLEIBEN TROCKEN MORGEN REGEN
von großbritannien folgt das nächste regengebiet das uns morgen früh bereits im westen erreicht,GROSSBRITANNIEN KOMMEN REGEN MORGEN FRUEH WEST SCHON REGEN
ja heute nacht gibt es noch ein paar schauer jetzt am alpenrand sonst lassen die schauer an der ostsee nach es wird klar und es kühlt sich dann ab,REGION ABEND SCHAUER GERADE ALPEN NORD SCHAUER WENIGER KLAR KUEHL
morgen früh sind es etwa acht bis vierzehn grad,MORGEN FRUEH UNGEFAEHR ACHT BIS VIERZEHN GRAD
und tagsüber wird es schon wieder etwas wärmer als heute,TAGSUEBER WARM HEUTE
im norden und westen sind die temperaturen noch ein bisschen verhalten da sind es siebzehn bis dreiundzwanzig grad,NORDWEST TEMPERATUR UNGEFAEHR SIEBZEHN BIS DREI ZWANZIG
dazu haben wir im westen regen schon am vormittag es sind teilweise auch nur regenschauer aber dann am nachmittag auch gewitter die sich weiter nach osten ausbreiten,DAZU WEST VORMITTAG SCHON REGEN TEIL SCHAUER NACHMITTAG GEWITTER KOMMEN
dort ist es auf jeden fall zum teil längere zeit noch richtig schön mit sonne und wolken,IX TEIL LANG ZEIT DOCH SONNE SCHOEN IX
das gilt auch für süddeutschland auch dort am rhein entlang schon mal regen am vormittag schauer und am nachmittag gewitter die sich nach osten hin ausbreiten werden,IX AUCH FLUSS REGEN VORMITTAG SCHAUER NACHMITTAG GEWITTER KOMMEN
und mit schauern und gewittern geht es auch weiter dazu auch noch eine schwüle hitze besonders am donnerstag,SCHAUER GEWITTER WEITER DAZU SCHWUEL HEISS BESONDERS DONNERSTAG
und in der nacht zum freitag können die gewitter dann wahrscheinlich auch unwetterartig werden,FREITAG GEWITTER KOENNEN WIND
in der nacht breiten sich stellenweise nebel oder hochnebelfelder aus,NACHT NEBEL HOCH NEBEL REGION
örtlich muss mit bodenfrost gerechnet werden,ORT MOEGLICH BODEN FROST
am dienstag scheint im südwesten und richtung osten zeitweise die sonne sonst regnet es hier und da,DIENSTAG SUEDWEST SONNE SONST REGION REGEN
am mittwoch im süden teilweise freundliches wetter sonst mehr wolken als sonne und etwas regen,MITTWOCH SUED TEIL FREUNDLICH SONST REGION WOLKE MEHR NEG-SONNE BISSCHEN REGEN
guten abend liebe zuschauer,GUT ABEND LIEB IX ZUSCHAUER
tagsüber tauwetter nachts allerdings frost also es kann auch in dieser nacht wieder sehr glatt werden,TAG TAUGEN ABER NACHT FROST HEUTE NACHT ENORM GLATT MOEGLICH
heute hatten wir wunderbares wetter in norddeutschland zumindest am vormittag viel sonnenschein in ostfriesland und zwischen hamburg und hannover,HEUTE NORD WUNDERBAR VOR MITTAG VIEL SONNE REGION HAMBURG IX HANNOVER IX
dann von norden ein paar schneeschauer später auch an der nordseeküste,DANN IX REGION WIEDER SCHNEE SCHNEIEN KOMMEN NORD
morgen wird es da leider nicht mehr so schön es wird trüb sein,MORGEN NEG-NICHTS NEG-SCHOEN NORD TRUEB
und trotz dieses tauwetters es wird nachts ja fast überall frostig im osten minus vier bis minus sieben grad im westen sind es etwa null grad und vielleicht auch kein frost mehr ganz im westen,ABER TAUGEN ABER NACHT UEBERALL FROST OST MINUS VIER MINUS SIEBEN WEST NULL WAHRSCHEINLICH FROST VIELLEICHT NEG-HABEN IX
dazu kann es aber glatt werden oberhalb von dreihundert metern rechnen wir in den mittelgebirgen heute nacht mit schnee,ABER MOEGLICH GLATT WENN UEBER DREIHUNDERT METER MITTE BERG ICH SCHNEE SCHNEIEN REGEN
nordöstlich der elbe dann wohl meist schnee im tagesverlauf südwestlich davon meist regen oder schneeregen und in der mitte und im süden sieht es freundlich aus da kann hier und da tatsächlich wo immer die sonne rauskommt freuen sie sich einfach wenn sie sie mal sehen,FLUSS OST SUEDWEST MEISTENS SCHNEE REGEN MITTE SUED FREUNDLICH MAL AUCH SONNE SIE FREUEN WENN SEHEN IX SONNE
es ist mild dazu tauwetter also zwei bis sieben grad meist und nur noch ganz im nordosten auf rügen haben wir so temperaturen bei null grad,MILD TAUGEN ZWEI ZWISCHEN SIEBEN GRAD NUR NORDOST NULL
es geht mild weiter und vor allen dingen am freitag mit viel regen und schnee in süddeutschland,MILD IM-VERLAUF BESONDERS FREITAG IX REGEN SCHNEE SCHNEIEN BESONDERS SUED
und nun die wettervorhersage für morgen freitag den dreißigsten dezember,JETZT WETTER WIE-AUSSEHEN MORGEN FREITAG DREISSIG DEZEMBER
das tief über skandinavien bringt uns kaltluft,TIEF SKANDINAVIEN KOMMEN KALT
und so fallen die niederschläge zunehmend als schnee im bergland ist bis samstag örtlich über dreißig zentimeter neuschnee möglich,DESHALB REGEN UMWANDELN SCHNEE BERG BIS SAMSTAG UEBER DREISSIG ZENTIMETER HOCH SCHNEE
da es auch teilweise stürmt muss mit gefährlichen schneeverwehungen gerechnet werden,TEIL STURM DABEI DESHALB SCHNEEVERWEHUNG KOENNEN
regen und schnee breiten sich heute nacht über das ganze land aus lokal können die niederschläge kräftig sein,REGEN SCHNEE NACHT KOMMEN IX STARK SCHNEE
in der nordhälfte später schauer an der see zum teil gewitter,NORD UMWANDELN SCHAUER IX GEWITTER
morgen früh besteht in einigen regionen die gefahr von verkehrsbehinderungen,MORGEN FRUEH IX GEFAHR VERKEHR STAU
die schneefallgrenze liegt morgen bei dreihundert metern,GRENZE SCHNEE DREIHUNDERT METER
heute nacht gibt es stellenweise stürmische böen an der see und bei kräftigen schauern schwere sturmböen in einzelnen gipfellagen orkanartige böen,HEUTE NACHT TEIL IX STURM NORD SCHAUER OFT STURM IX BERG ORKAN HABEN
morgen lässt der wind allmählich nach,MORGEN WETTER RUHIG
in der nacht minus drei grad am alpenrand plus vier am rhein und an der küste,NACHT MINUS DREI BERG PLUS REGION
morgen werte zwischen ein und sieben grad,MORGEN WERT EINS BIS SIEBEN
am samstag wird es von westen deutlich milder,SAMSTAG KOMMEN MEHR MILD
von dort zieht auch regen heran anfangs fällt auch noch schnee,KOMMEN REGEN ANFANG DAZU SCHNEE
das neue jahr beginnt dann mild windig und wechselhaft,NAECHSTE JAHR MILD WIND WECHSELHAFT
und nun die wettervorhersage für morgen mittwoch den dreizehnten januar,JETZT WETTER MORGEN MITTWOCH DREIZEHN JANUAR
das hoch über skandinavien verändert seine position kaum,SKANDINAVIEN HOCH REGION BLEIBEN
die folge es strömt weiter kalte luft zu uns,DESHALB BLEIBEN KALT DEUTSCH LAND
das tief über der biskaya das bis morgen abend den süden englands erreicht bringt im südwesten deutschlands allerdings plusgrade und neue niederschläge,TIEF REGION KOMMEN MORGEN SCHON SUED ENGLAND KOMMEN UND SUEDWEST PLUS TEMPERATUR DESHALB REGEN MOEGLICH
in der nacht klart es gebietsweise auf in der früh fängt es im äußersten südwesten an zu schneien,HEUTE NACHT REGION KLAR MORGEN SUED REGION SCHNEE
am tag nordöstlich der elbe dichte wolken mit einzelnen flocken,IM-VERLAUF FLUSS WOLKE SCHNEE
auch im südwesten und westen schneit es gebietsweise teilweise ist gefrierender regen mit dabei vorsicht wegen glätte,UND SUED REGION AUCH SCHNEE MOEGLICH WIND VORSICHT REGEN GLATT
der wind weht im norden frisch an der nordsee auch starker wind,WIND NORD WEHEN STARK WEHEN MOEGLICH
heute nacht minus zwölf grad in teilen thüringens und sachsens wo es länger aufklart bis minus sechzehn grad,HEUTE NACHT THUERINGEN MINUS ELF ZWOELF GRAD MOEGLICH MINUS SECHSZEHN GRAD
am tag plus vier grad im breisgau und minus sechs grad in erfurt,MORGEN REGION VIER GRAD ERFURT MINUS SECHS GRAD
am donnerstag und am freitag mehr wolken als sonne vereinzelt schneit es etwas im süden und westen ist auch regen oder gefrierender regen möglich,DONNERSTAG FREITAG MEHR WOLKE MOEGLICH SCHNEE MOEGLICH SUED REGION AUCH MOEGLICH SCHNEE ODER REGEN ODER EIS GLATT
am samstag zeigt sich die sonne dann etwas häufiger,SONNTAG SAMSTAG MEHR SONNE BESSER
guten abend liebe zuschauer,ABEND LIEB ZUSCHAUER POSS-EUCH
mehr wind bedeutet weniger nebel,WENN WIND MEHR NEBEL VERSCHWINDEN
und das gilt jetzt vor allen dingen für norddeutschland,BESONDERS NORD
dabei kommen uns auch die regengebiet ein bisschen näher aber sie erreichen uns kaum streifen höchstens morgen mal ein bisschen norddeutschland,UND REGEN SPUEREN KOMMEN KAUM NUR MORGEN WAHRSCHEINLICH
die trockenheit geht weiter es wird nur ein bisschen windiger,TROCKEN REGION WEITER NUR MEHR WIND
und heute nacht bedeutet das auch es ziehen wolken weiterhin über norddeutschland hinweg der nebel kann sich nur noch im osten bilden und verdichten und auch im süden und da haben wir dann weiterhin den frost im osten und süden,HEUTE NACHT AUCH WOLKE KOMMEN ABER NORD NEBEL NUR OST IX MEISTENS NEBEL SUED AUCH NEBEL MEISTENS DANN IX OST SUEDOST
morgen früh null bis minus fünf grad während im nordwesten die temperaturen frostfrei bleiben vier bis plus sieben grad sind es dort,FROST NULL BIS MINUS FUENF NORDWEST NEG-FROST NEG-HABEN VIER BIS PLUS SIEBEN GRAD
und tagsüber dann sieben bis elf grad in der nordhälfte im süden allerdings wieder kalt,TAG SIEBEN ELF NORD SUED KALT IX
dann dort wo sich der nebel zumindest nicht auflöst kommt man kaum aus dem frost raus wie zum beispiel an der donau,NEBEL BLEIBEN FROST BODEN BEISPIEL FLUSS
in norddeutschland morgen grau in grau ab und zu tröpfelt es dabei ein bisschen und es weht dieser frische kräftige südwestwind,NORDWEST MORGEN GRAU MAL REGEN WIND SICHER WIND IX WEHEN
über den mittelgebirgen kann mal die sonne rauskommen und im süden ja wie heute dann heißt das an der donau am bodensee bis nach kempten und münchen wahrscheinlich dick im nebel,MITTE BERG SONNE SUED WIE HEUTE FLUSS K MUENCHEN ZU
sonst aber wird es auch sonnig sein,SONST REGION AUCH SONNE
und am wochenende verschwindet langsam dieser nebel bei uns es wird nämlich stürmisch zumindest in norddeutschland,SAMSTAG SONNTAG LANGSAM NEBEL VERSCHWINDEN KOMMEN WAS STURM NORD
und dann kann es auch ab und zu mal ein bisschen regnen,DANN WAHRSCHEINLICH BISSCHEN REGEN
ihnen einen schönen abend und machen sie es gut,SCHOEN ABEND POSS-EUCH MACHEN GUT POSS-EUCH
und nun die wettervorhersage für morgen samstag den dreiundzwanzigsten oktober,JETZT WETTER WIE-AUSSEHEN MORGEN SAMSTAG DREI ZWANZIG OKTOBER
hoher luftdruck beschert uns morgen noch teilweise freundliches herbstwetter,LUFT DRUCK HOCH DESHALB MORGEN DOCH FREUNDLICH HERBST WETTER
das tief über england lenkt aber im laufe des tages von westen wieder regenwolken ins land,ENGLAND IX TIEF KOMMEN REGEN
im norden sowie südlich der donau halten sich heute nacht viele wolken stellenweise fällt etwas regen sonst verbreitet klar,NORD SUED FLUSS HEUTE NACHT WOLKE TEIL REGEN REGION KLAR
morgen abseits zäher nebelfelder recht freundlich in küstennähe und im süden wolken vereinzelt kann es ein wenig regnen,MORGEN REGION FREUNDLICH REGION WOLKE TEIL KOENNEN REGEN
von westen ziehen am nachmittag neue wolken ins land und gebietsweise fällt regen,TEIL REGEN
schwacher bis mäßiger in der nordwesthälfte auch frischer zum teil stark böiger wind aus süd bis südwest,SCHWACH WEHEN IX KALT IX WEHEN IX WEHEN
auf den bergen und an der see sind stürmische böen möglich,BERG KUESTE MOEGLICH STURM
in nordfriesland heute nacht bis acht grad wo es aufklart wird es wieder frostig in einigen mittelgebirgstälern morgen sieben im süden bis zwölf grad,NORDWEST NACHT ACHT WENN KLAR FROST IX BERG REGION MORGEN SIEBEN SUED BIS ZWOELF
am sonntag viele wolken und gebietsweise regen in der nordwesthälfte sehr windig,SONNTAG WOLKE TEIL REGEN NORDWEST WIND
auch am montag wechselhaft im höheren bergland ist auch wieder schnee dabei,MONTAG WECHSELHAFT HOCH BERG SCHNEE DABEI
am dienstag wird es von westen etwas freundlicher,DIENSTAG KOMMEN MEHR FREUNDLICH
und nun die wettervorhersage für morgen mittwoch den fünfzehnten juli,JETZT WETTER WIE-AUSSEHEN MORGEN MITTWOCH FUENFZEHN JULI
deutschland liegt weiterhin zwischen einem mittelmeerhoch und einem tief über england,DEUTSCH LAND ENGLAND IX JETZT TIEF AUFZIEHEN
auch die luftmassengrenze an der es wieder ergiebige regenfälle und heftige gewitter geben kann bleibt uns noch erhalten,GRENZE REGEN GEWITTER NOCH IM-VERLAUF
zurzeit reicht sie vom oberrhein bis nach franken und dort wird es heute nacht kräftig schütten zum teil mit blitz und donner,IM-MOMENT HIER FLUSS BIS FRANKREICH POSS-SEIN REGION HEUTE ABEND REGEN GEWITTER
sonst nur einzelne schauer,NUR IX SCHAUER
auch in küstennähe einzelne schauer und gewitter während es von westen freundlicher wird,IX AUCH SCHAUER GEWITTER REGION MEHR FREUNDLICH KOMMEN
von gewitterböen abgesehen weht ein schwacher bis mäßiger südwestwind,GEWITTER NEG-THEMA WIND IX WEHEN SCHWACH MAESSIG
morgen reichen die temperaturen von dreiundzwanzig grad in der lausitz bis neunundzwanzig grad am oberrhein,MORGEN DREI ZWANZIG L BIS NEUN ZWANZIG IX
am freitag überqueren uns schauer und gewitter die vor allem in der osthälfte unwetterpotenzial haben,FREITAG SCHAUER GEWITTER BESONDERS REGION UNWETTER IX MOEGLICH
am samstag wechselhaft und deutlich kühler,SAMSTAG WECHSELHAFT MEHR KUEHL
und nun die wettervorhersage für morgen montag den neunundzwanzigsten november,JETZT WETTER MORGEN MONTAG NEUN ZWANZIG NOVEMBER WIE-AUSSEHEN ZEIGEN-BILDSCHIRM
gleich zwei tiefs sorgen dafür dass es in der nacht und morgen in teilen deutschlands kräftig schneit das tief über der adria und das tief bei frankreich,TIEF KOMMEN DESHALB NACHT MORGEN DEUTSCH LAND KOENNEN SCHNEIEN SCHNEE SCHNEIEN ITALIEN FRANKREICH TIEF AUFZIEHEN
